반려동물,동물 키워도 털 하나 안 날릴 자신 있어
반려동물,동물 털 들어간 애 들 안 키운다고 안 받아 나로 충분해
반려동물,말티 푸 말티 푸 말티 푸 너무 너무 너무 너무 키우고 싶어 진짜루
반려동물,하긴 운 털 많이 날리 기는 하는데
반려동물,날리는 게 아니라 다리 털 많아서 한 거야
반려동물,말티 푸 넘는데 말 되냐
반려동물,정말 요 난 동물 들 돈 주고 사고 싶지는 않음
반려동물,반려동물 들 키우기에는 길들이기 쉽지 않지 않을까
반려동물,그건 맞음 유기견 은 시 고르자 브 종이 많아 믹스 들
반려동물,우린 항상 길고양이 길 강아지 들 누가 버리고 가거나 죽어가는 애 들 살려주고 자연 스럽게 키우게 된 케이스 들이었어서 별 생각 없네
반려동물,걔네 생명 들 인데 들여서 키울 사람 있음 좋지
반려동물,난 안타깝게도 아니야
반려동물,품종 애 들 은 못 버리지 돈 아까워서 동물 가치 를 나누는 것 짜증 남
반려동물,동물 없이 못 살아
반려동물,자기 동물 이라는 걸 항상 기억 해주길 바 래
반려동물,우리 동물 처럼 살잖아
반려동물,난 이미 짐승 인 거 자각 하고 있고 날 키워줄 동물 필요해
반려동물,사실 우리 동물 키운 다기 보단 우리 를 키워줄 사람 들 찾는 게 나을 수도 있지
반려동물,인정 지금 은 아직 엄마 키워 줌 감사합니다
반려동물,난 너무 빨리 벗어나 버렸나 봐
반려동물,아직 우리 부모님 잘 키워 주심 자주 가출 해서
반려동물,가출 무슨 일 난 자취 해도 엄빠 키워주는 거나 다름없음 엄마 아빠 의 개
반려동물,누가 보면 가출 인 줄 알
반려동물,혹시 어머니 우리 강아지 하시지 않아
반려동물,집 엔 알아서 잘 들어가
반려동물,우리 강쥐 엄마 들 국룰 아니냐
반려동물,반려동물 가능 투룸 전세 잡아서 돈 겁나 많이 벌면서 고양이 키우는 게 꿈 이다 난
반려동물,반려동물 키우는 것 능력 일 듯
반려동물,반려동물 받아주는 월세 전세 별로 없지 않나
반려동물,생각 보다 많어 전집 가능 이야
반려동물,하긴 요즘 인 가구 외로워 서 반려동물 많이 키운다더라
반려동물,난 생각 보다 예민해서 개 짖는 데 서 절대 못 살아
반려동물,다른 집은 모르겠는데 전 집은 오래된 건물 인데 원래 반려동물 가능 건물 이라서 방음 되게 잘 돼있었어
반려동물,좋았네 전집 지금 방음 일도 안되잖아
반려동물,지금 방음 에바 신경 질 강아지 절대 못 키워 집은
반려동물,인정 지금 집은 소음 들리는 것 보다 층간소음 심한 거 잖아
반려동물,그게 아니야 다른 건가
반려동물,강아지 키우면 발바닥 소리 귀여운데
반려동물,남 의 강아지 발바닥 소리 맨날 듣고 있으면 미칠 듯
반려동물,발바닥 소리 보다 짖는 게 더 할 듯
반려동물,소리 알 지 이건 귀여운데 시끄러워
반려동물,반려동물 은 주택 에서 키우는 게 사람 한테 동물 한테 좋다
반려동물,주택 에서 큰 강아지 키우는 게 꿈임
반려동물,어차피 원룸 촌 은 위험해 강쥐 산책 하기에는
반려동물,그리고 우리 집 처럼 엄청 큰 강아지 키우면 도둑 못 들어옴
반려동물,애 들 양쪽 에서 지옥 견처 럼 물어 뜯으려고 달려 듬
반려동물,지옥 견 그건 가족 들 못 들어가는 거 아니냐 난 큰 강아지 키워 본 적 없어서 모름
반려동물,지옥견 이라니 슬프잖아 집 지키는 용병 이라고 하자
반려동물,가족 들 은 기 막히게 알아보니까 오랜 만 가도 와서 안기기만 하는데 사실 너무 커서 안기는 것 만으로도 위협 적 이긴 해
반려동물,웃겨 안기는 거 아니구 위협 하는 거 아니냐
반려동물,예전 랑 강아지 카페 갔잖아 그때 큰 강아지 들이 대는데 넘 무서운데 귀여워
반려동물,이구아나 파충류 키워 본 적 있나
반려동물,무서워서 어떻게 키워
반려동물,나도 무서워 파충류 새끼 징그럽다
반려동물,며칠 전 제주도 가서 이구아나 만져 보긴 했다 여친 자꾸 만져 보라 고 해서
반려동물,어디 동물원 갔었
반려동물,제파 라고 제주도 있어
반려동물,거기 파충류 만 지고 할 수 있어
반려동물,체험 하는 곳 이라서 만질 수 있다
반려동물,좋은 구경 했겠다
반려동물,이구아나 만졌을 때 느낌 어땠어
반려동물,거칠거칠한 느낌
반려동물,무서웠다
반려동물,어우 말 만 들어도 무섭 농
반려동물,이구아나 본 적 있어
반려동물,한번 없어
반려동물,나도 여친 아니었으면 볼 일 없었을 거 같아
반려동물,여친 제파 가자고 했던 거야
반려동물,가보고 싶다고 해서 갔지
반려동물,수성 못 갔을 때 수달 봤었는데 너무 귀엽더라
반려동물,수 성 못 수달 있나
반려동물,한번 봤었다 물 에서 나왔다가 쏙 들어가더랑
반려동물,난 수성 못 갔을 때 한 번 못 봤는데
반려동물,나도 우연히 본 거야
반려동물,수달 천연 기념물 이지
반려동물,천연기념물 이지 사진 찍었으면 좋았을 텐데 간직 하게
반려동물,사진 은 못 찍고 동영상 만 찍어 놨다
반려동물,동영상 으로 남겼네
반려동물,안 지우고 놔둬야지 행운 가져다 줄지도 모르니
반려동물,순간 동영상 찍 생각 하다니 구경만 했을 거 같다
반려동물,신기한 거 있으면 무조건 폰 부터 들어
반려동물,맨날 구경만 하고 나중 찍을걸 생각 하는데
반려동물,나도 맨날 그러다가 어느 순간 부터 폰 으로 찍고 있더라
반려동물,니 폰 용량 은 커야 되겠노
반려동물,내 용량 크다 기 임
반려동물,용량 이어야 될 것 같다
반려동물,물고기 키워 본 적 있어
반려동물,집 에서 말고 아빠 회사 에서 키웠다
반려동물,사무실 어항 놔두시고
반려동물,어릴 때 아빠 회사 자주 가서 물고기 랑 놀고 했었지
반려동물,물고기 밥 주고 그랬었겠
반려동물,내 준다고 떼쓰고 했지
반려동물,우리 집도 물고기 키웠었는데 물고기 밥 먹어 봤당
반려동물,무슨 맛 이었는데
반려동물,엄청 비린 맛 이었어 그것 밖에 기억 안나
반려동물,궁금해서 먹어 본 거가
반려동물,어린 마음 얘 게 맛있을까 하고
반려동물,난 먹을 생각 은 한번 안 해봤는데
반려동물,물고기 밥 엄청 작아서 하나 쯤 은 맛볼 만해
반려동물,싫어 토 할 거 같다
반려동물,이랬는데 나중 맛보는 거 제
반려동물,에이 먹으면 후기 알려줄게
반려동물,동생 강아지 반려 용품 사본 적 있어
반려동물,많이 사봤지 장난감 같은 거 많이 사줬다
반려동물,어디 가서 사
반려동물,펫 마트 가서 사야지
반려동물,펫 마트 주변 있나
반려동물,펫 마트 은근 히 많이 있어
반려동물,펫마트 에는 애견 용품 많이 팔겠다
반려동물,엄청 많지 반려동물 키우면 거기 서 사
반려동물,나중 키우게 되면 그때 추천 해줘
반려동물,알겠어 동생 한테 많이 물어봐야겠다
반려동물,거기 서 사면 쫌 싸나
반려동물,서비스 많이 챙겨주시더라
반려동물,서비스 주
반려동물,어떤 거 받았어
반려동물,장난감 이랑 간식 주던데
반려동물,좋다 나도 나중 구경 가봐야겠 따
반려동물,거기 서 많이 구매 한 나도
반려동물,반려 용품 사본 적 있어
반려동물,친구 줄려고 사봤다 옷 이랑 장난감
반려동물,강아지 아니면 고양이
반려동물,고양이 옷 은근 히 비싸도라
반려동물,얼마 씩 하던데 한 벌 샀었어
반려동물,만원 하더라
반려동물,만원 이면 될 중 알았는데
반려동물,만원 씩 이나
반려동물,무슨 고양이 옷 사람 옷 이랑 맞먹노
반려동물,맞 제 나도 놀래서 나올려다가 샀다
반려동물,잘 했다 친구 고마워 했겠다
반려동물,내 랑 제일 친한 친구 라서 사준 거지
반려동물,안 그랬음 안 사줬지
반려동물,장난감 으로는 어떤 거 사줬어
반려동물,낚싯대 였나 장난감 사줬다
반려동물,뭔 지 알 것 같다
반려동물,직원 추천 해주더라
반려동물,고양이 혼자 서도 가지 고 노 거 영상 있던데
반려동물,그건 못 봤다
반려동물,사람 흔들어 줘야 하는 거 아니가
반려동물,원래 그런 장난감 인데 혼자 잘 놀더라
반려동물,니 고양이 좋아하나
반려동물,동물 키웠을 때 반려 용품 으로 어떤 거 사봤어
반려동물,배변 패드 등등 많이 샀지
반려동물,어떤 동물 키웠었어
반려동물,고양이 친구 부탁 해서 며칠 키운 거 같다
반려동물,고양이 거의 모래 화장실 쓰지 않아
반려동물,모르고 샀지 내 고양이 모래 싸는지 우 예 알았겠노
반려동물,당시 배변 패드 싸더 낭
반려동물,몇 번 싸기는 했는데
반려동물,훈련 안 받은 줄 알았다
반려동물,예전 잠깐 키웠을 때 알아보고 모래 바로 샀었는데
반려동물,모래 있으면 거기 알아서 싸나
반려동물,신기하게 찾아가서 싼다
반려동물,치울 때 모래 버리면 돼
반려동물,응가 삽 이라고 있거든
반려동물,걸 로 화장실 버리거나 냄새 날 때 마다 갈아 줬던 것 같다
반려동물,며칠 한번 청소 하는데
반려동물,일정
반려동물,고양이 들 화장실 깨끗한 거 좋아해
반려동물,더러우면 다른데 싸더라
반려동물,귀찮아도 청소 해줘야겠네
반려동물,짠 우리 강아지 미용 했어
반려동물,헐랭 완전 귀여워
반려동물,언제 한번 보러 우리 집 올래
반려동물,앗 알겠어 용기 를 키워 볼 게
반려동물,오면 같이 산책 하고 그러자
반려동물,머쓱 한테 안 오면 같이 할 수 있어
반려동물,울 강아지 사람 좋아해
반려동물,절대 안되겠다
반려동물,용기 생기 면 꼭 놀러
반려동물,알겠어 담 꼭 놀러 가지
반려동물,좋아 좋아 빨리 날 오면 좋겠다
반려동물,약간 부담스러운 말이넹
반려동물,아냐 아냐 부담 가지 라는 말 은 아니었어
반려동물,헤헷 나도 농담 이었어
반려동물,이제 강아지 산책 가야겠다
반려동물,조심 히 잘 다녀와
반려동물,도마뱀 말고 또 뭐 키우고 싶은 거 있음
반려동물,저 고양이 개도 키우고 싶은데 돈
반려동물,어제 친구 생일 선물 로 마리모 사줬는데 앎
반려동물,에엥 알 죠 그걸 왜 사줬어요
반려동물,너무 귀여운 거야
반려동물,귀엽긴 한데 그닥 쓸모
반려동물,의 만족 으로 사줬어
반려동물,웃겨 잘 했네요 그게 집들이 선물
반려동물,친구 생일 겸 집들이 선물
반려동물,대박 마리모 를 생일 선물 겸 집들이 라
반려동물,내 딱 꽂혔지
반려동물,친구 오래 키웠었어요
반려동물,그걸 오래 키운다고 일주일 한번 씩 물 갈아야 하던데
반려동물,엄청 오래 키운 기억
반려동물,떠올랐대
반려동물,떠오르 기도 하고 가라앉 기도 하고
반려동물,요새 물멍 있던데 물고기 키우는 사람 들 물멍 좋아하더라
반려동물,이상 혼자 산다 물고기 키우는 거 봤는데 신세계 더 라
반려동물,그것 다양하더라 돈 장난 아니게 들겠던데
반려동물,수족관 은 수평 안 맞추면 기울어져서 터진대
반려동물,그래서 뭐 선반 같은 거 팔더라
반려동물,그리고 수족관 안 돌 같은 거도 하나 하나 넣어서 꾸며 주더 라고
반려동물,아는 동생 물고기 키워서 것 저 것 사던데
반려동물,선반 사고 공기 넣어줘야 되고 신경 쓸게 많더라
반려동물,그리고 까다로운 애 들 은 다른 물고기 들 이랑 같이 못 있더라
반려동물,맞다 베타 였나 걔 싸움 꾼 이라 혼자 둬야 한 대
반려동물,수조 새로 사줘야 함 수조 하나 가지 고 안되더라
반려동물,맞어 베타 혼자 두더라고 예쁘더라
반려동물,또 수조 청소 해줘야 하는데 물 겁나 많이 쓰 더 라고 무게 무게 고
반려동물,무게 장난 아닐 듯 힘들겠다
반려동물,물 온도 중요하고 키우기 피곤함
반려동물,물고기 보기 에는 예쁜데
반려동물,오늘 은 강아지 데리 고 남산 으로 산책 갈 예정 이야
반려동물,홍 케이블 카 타고 걸어서 차 타고
반려동물,얼마 전 남산 갔다 왔는데 정상 은 못 찍고 왔거든
반려동물,재밌겠다 차가 있으면 그런 게 좋은 듯
반려동물,차 타고 남산 밑 까지 가서 걸어서 정상 갔다 와야지
반려동물,이욜 그리고 둘 이라서 더 재밌을 것 같다
반려동물,강아지 걱정 은 안되는데
반려동물,사람 들 체력 쓰레기 라
반려동물,너희 이사 온 내 랑 놀아줘
반려동물,우리 둘 이고 니 한 명 이니까 니 오는 게 빠르지 않겠나
반려동물,근처 살 면 우리 밤 마다 강아지 들 데리 고 놀러 간다 고 살 빠질 듯
반려동물,토끼 랑 버디 랑 만나게 해보고 싶다
반려동물,난 결혼 예정 이니까 안되는걸 루
반려동물,토끼 랑 버디 만나면 잘 놀까
반려동물,나도 궁금하다
반려동물,만나고 싶다
반려동물,토끼 그때 만나 봤을 때 애가 너무 순하고 착하더만
반려동물,옹 사진 에서는 커 보이 더재
반려동물,여친 이랑 결혼 하면 내 고양이 밥그릇 사줄게
